EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
3.144,6.839,-17.369,2.823,1.401,1.811,-5.798,-13.925,0.000
3.940,6.460,-17.672,3.186,1.586,3.111,-7.026,-12.645,0.000
4.240,6.150,-17.744,3.814,2.042,3.918,-6.649,-11.201,0.000
3.980,5.907,-17.251,4.762,2.919,4.182,-4.688,-9.612,0.000
3.103,5.425,-16.448,5.680,3.953,4.039,-1.939,-8.134,0.000
1.595,4.322,-15.876,6.059,4.674,3.714,0.534,-7.143,0.000
-0.346,2.538,-15.821,5.636,4.764,3.405,2.026,-6.905,0.000
-2.225,0.504,-16.041,4.586,4.218,3.237,2.432,-7.470,0.000
-3.457,-1.150,-15.989,3.351,3.268,3.230,2.068,-8.674,0.000
-3.711,-2.097,-15.239,2.386,2.254,3.237,1.435,-10.082,0.000
-3.040,-2.529,-13.694,2.031,1.550,2.938,1.082,-10.977,0.000
-1.774,-2.919,-11.525,2.442,1.452,2.037,1.464,-10.617,0.000
-0.391,-3.591,-9.056,3.478,2.041,0.640,2.790,-8.637,0.000
0.556,-4.501,-6.672,4.690,3.157,-0.576,5.011,-5.189,0.000
0.621,-5.319,-4.683,5.552,4.536,-0.734,7.913,-0.778,0.000
-0.250,-5.594,-3.163,5.788,5.976,0.621,11.160,3.849,0.000
-1.625,-4.850,-1.912,5.495,7.415,3.268,14.304,7.753,0.000
-2.859,-2.754,-0.604,5.005,8.895,6.576,16.908,10.120,0.000
-3.457,0.567,1.031,4.697,10.506,9.911,18.712,10.773,0.000
-3.224,4.418,3.114,4.901,12.334,12.821,19.660,10.339,0.000
-2.245,7.837,5.583,5.799,14.367,15.032,19.810,9.754,0.000
-0.891,9.959,8.039,7.245,16.303,16.324,19.218,9.545,0.000
0.206,10.131,9.692,8.713,17.458,16.400,17.868,9.503,0.000
0.411,8.037,9.731,9.579,17.121,14.999,15.759,9.060,0.000
-0.525,4.027,7.978,9.559,15.225,12.244,13.157,8.013,0.000
-2.327,-0.787,5.155,8.874,12.611,8.814,10.726,6.879,0.000
-4.444,-5.030,2.381,7.994,10.483,5.644,9.222,6.490,0.000
-6.383,-7.738,0.428,7.200,9.525,3.518,8.955,7.163,0.000
-7.855,-8.594,-0.614,6.386,9.501,2.896,9.566,8.308,0.000
-8.734,-7.805,-1.111,5.243,9.611,3.845,10.336,8.882,0.000
-8.950,-5.986,-1.459,3.668,9.082,5.828,10.639,8.230,0.000
-8.385,-4.046,-1.836,1.977,7.492,7.655,10.170,6.485,0.000
-6.936,-2.818,-2.178,0.719,4.841,8.078,8.949,4.296,0.000
-4.734,-2.515,-2.245,0.322,1.666,6.714,7.312,2.331,0.000
-2.252,-2.560,-1.681,0.933,-0.952,4.418,5.874,1.006,0.000
-0.088,-2.041,-0.169,2.438,-1.870,2.642,5.253,0.455,0.000
1.381,-0.430,2.350,4.480,-0.581,2.438,5.677,0.575,0.000
2.141,2.092,5.604,6.496,2.535,4.010,6.860,1.131,0.000
2.424,4.884,9.146,7.952,6.589,6.910,8.230,1.897,0.000
2.542,7.229,12.496,8.665,10.635,10.342,9.245,2.780,0.000
2.775,8.526,15.182,8.901,13.872,13.354,9.517,3.848,0.000
3.273,8.432,16.815,9.097,15.747,15.145,8.866,5.155,0.000
3.926,7.067,17.213,9.405,16.049,15.406,7.399,6.425,0.000
4.323,5.038,16.411,9.490,14.865,14.389,5.506,6.904,0.000
3.999,3.116,14.623,8.825,12.504,12.650,3.702,5.792,0.000
2.844,1.823,12.324,7.279,9.586,10.809,2.464,3.073,0.000
1.262,1.278,10.285,5.392,7.106,9.444,2.191,-0.129,0.000
-0.116,1.314,9.269,4.032,6.032,8.924,3.107,-2.229,0.000
-0.902,1.617,9.515,3.786,6.628,9.122,5.024,-2.322,0.000
-1.155,1.820,10.546,4.681,8.184,9.326,7.265,-0.674,0.000
-1.243,1.597,11.512,6.300,9.514,8.651,8.987,1.676,0.000
-1.590,0.756,11.680,7.938,9.685,6.700,9.664,3.531,0.000
-2.551,-0.765,10.662,8.715,8.349,3.848,9.274,3.861,0.000
-4.309,-2.914,8.431,7.906,5.687,0.918,8.167,2.093,0.000
-6.736,-5.492,5.407,5.483,2.360,-1.296,6.911,-1.448,0.000
-9.356,-8.123,2.452,2.295,-0.567,-2.240,6.200,-5.432,0.000
-11.544,-10.345,0.524,-0.451,-2.051,-1.658,6.592,-8.240,0.000
-12.767,-11.701,0.231,-1.928,-1.679,0.334,8.092,-8.995,0.000
-12.649,-11.750,1.682,-1.996,0.141,3.283,10.013,-7.955,0.000
-11.072,-10.271,4.558,-1.015,2.526,6.583,11.386,-6.081,0.000
-8.453,-7.746,8.036,0.420,4.537,9.581,11.579,-4.418,0.000
-5.844,-5.556,10.777,1.650,5.367,11.586,10.539,-3.779,0.000
-4.439,-5.271,11.482,2.189,4.538,12.067,8.625,-4.540,0.000
-4.788,-7.433,9.817,2.035,2.267,11.070,6.356,-6.344,0.000
-6.494,-11.051,6.757,1.752,-0.435,9.366,4.267,-8.048,0.000
-8.629,-14.347,3.879,2.068,-2.322,8.030,2.757,-8.375,0.000
-10.358,-15.912,2.298,3.237,-2.724,7.825,1.926,-6.931,0.000
-11.227,-15.229,2.200,4.773,-1.872,8.956,1.549,-4.611,0.000
-11.137,-12.535,3.124,5.859,-0.488,11.191,1.260,-2.872,0.000
-10.203,-8.581,4.475,6.049,0.865,14.030,0.764,-2.531,0.000
-8.628,-4.412,5.839,5.601,2.109,16.821,-0.076,-3.225,0.000
-6.595,-0.970,7.072,5.184,3.509,19.009,-1.251,-3.889,0.000
-4.258,1.362,8.286,5.366,5.307,20.449,-2.611,-3.629,0.000
-1.775,2.862,9.774,6.354,7.503,21.479,-3.883,-2.172,0.000
0.683,4.111,11.812,8.023,9.893,22.641,-4.784,0.222,0.000
2.886,5.485,14.354,10.019,12.197,24.235,-5.172,2.960,0.000
4.515,6.926,16.929,11.841,14.130,26.127,-5.089,5.282,0.000
5.275,8.099,18.915,13.033,15.498,27.910,-4.668,6.528,0.000
5.117,8.701,19.987,13.424,16.301,29.174,-3.992,6.441,0.000
4.308,8.606,20.284,13.175,16.744,29.632,-3.016,5.229,0.000
3.250,7.837,20.178,12.581,17.081,29.168,-1.654,3.331,0.000
2.213,6.478,19.891,11.784,17.415,27.922,0.040,1.173,0.000
1.227,4.605,19.299,10.646,17.606,26.279,1.767,-0.931,0.000
0.184,2.293,18.089,8.931,17.394,24.663,3.126,-2.760,0.000
-0.939,-0.259,16.134,6.697,16.627,23.245,3.839,-4.094,0.000
-1.954,-2.649,13.671,4.491,15.361,21.835,3.852,-4.628,0.000
-2.575,-4.406,11.177,3.056,13.809,20.109,3.295,-4.088,0.000
-2.632,-5.202,9.151,2.820,12.298,18.009,2.448,-2.520,0.000
-2.183,-4.936,8.015,3.673,11.238,15.937,1.710,-0.412,0.000
-1.471,-3.719,7.989,5.151,10.967,14.485,1.430,1.577,0.000
-0.883,-1.944,8.856,6.685,11.472,13.933,1.650,3.020,0.000
-0.925,-0.295,9.896,7.748,12.297,14.030,2.007,3.895,0.000
-2.023,0.509,10.254,7.997,12.826,14.241,1.977,4.461,0.000
-4.155,0.121,9.506,7.482,12.722,14.179,1.253,5.044,0.000
-6.714,-1.299,7.880,6.686,12.117,13.824,-0.090,5.923,0.000
-8.812,-3.244,6.026,6.263,11.456,13.423,-1.728,7.267,0.000
-9.699,-5.017,4.705,6.673,11.262,13.281,-3.273,9.090,0.000
-8.920,-5.808,4.639,8.050,12.016,13.638,-4.374,11.255,0.000
-6.374,-4.970,6.298,10.254,13.989,14.583,-4.824,13.557,0.000
-2.496,-2.521,9.501,12.884,16.951,15.944,-4.713,15.779,0.000
1.687,0.692,13.299,15.309,20.062,17.268,-4.464,17.703,0.000
4.989,3.486,16.466,16.922,22.299,18.040,-4.572,19.159,0.000
6.638,5.065,18.185,17.524,23.086,18.032,-5.184,20.138,0.000
6.462,5.309,18.312,17.453,22.526,17.418,-5.934,20.811,0.000
4.746,4.561,17.184,17.284,21.108,16.566,-6.254,21.358,0.000
2.094,3.298,15.367,17.367,19.252,15.720,-5.917,21.667,0.000
-0.653,1.921,13.498,17.620,17.071,14.840,-5.293,21.199,0.000
-2.678,0.704,12.124,17.731,14.499,13.734,-5.050,19.347,0.000
-3.474,-0.165,11.565,17.544,11.659,12.318,-5.639,16.154,0.000
-2.907,-0.503,11.913,17.263,9.074,10.767,-7.037,12.632,0.000
-1.141,-0.161,13.078,17.249,7.400,9.391,-8.908,10.172,0.000
1.345,0.845,14.732,17.598,6.889,8.408,-10.863,9.542,0.000
3.759,2.268,16.277,17.927,7.143,7.830,-12.622,10.446,0.000
5.299,3.719,17.070,17.623,7.390,7.483,-14.047,11.906,0.000
5.603,4.773,16.757,16.311,6.905,7.021,-15.120,12.863,0.000
4.904,5.011,15.389,14.077,5.218,5.960,-15.890,12.481,0.000
3.777,4.174,13.281,11.308,2.208,3.881,-16.395,10.367,0.000
2.806,2.493,10.839,8.442,-1.715,0.816,-16.598,6.892,0.000
2.432,0.813,8.472,5.829,-5.568,-2.608,-16.359,3.258,0.000
2.904,0.174,6.513,3.669,-8.261,-5.526,-15.556,0.859,0.000
4.241,1.159,5.134,1.984,-9.285,-7.372,-14.313,0.350,0.000
6.263,3.636,4.370,0.651,-8.954,-8.098,-13.112,1.298,0.000
8.709,7.010,4.176,-0.480,-8.042,-8.011,-12.564,2.696,0.000
11.292,10.547,4.471,-1.457,-7.256,-7.534,-13.046,3.758,0.000
13.706,13.539,5.162,-2.172,-6.992,-7.066,-14.545,4.290,0.000
15.635,15.441,6.121,-2.494,-7.383,-6.927,-16.727,4.486,0.000
16.736,16.011,7.098,-2.503,-8.474,-7.369,-18.948,4.440,0.000
16.597,15.285,7.659,-2.611,-10.358,-8.631,-20.269,3.856,0.000
14.884,13.486,7.352,-3.334,-13.130,-10.876,-19.863,2.257,0.000
11.702,11.017,6.010,-4.891,-16.625,-13.956,-17.722,-0.493,0.000
7.737,8.471,3.869,-7.030,-20.280,-17.304,-14.926,-3.920,0.000
3.937,6.461,1.409,-9.227,-23.324,-20.141,-12.948,-7.193,0.000
1.079,5.379,-0.826,-10.978,-25.058,-21.756,-12.567,-9.525,0.000
-0.397,5.329,-2.309,-11.938,-24.952,-21.604,-13.390,-10.349,0.000
-0.436,6.150,-2.690,-11.950,-22.799,-19.474,-14.361,-9.421,0.000
0.478,7.353,-2.098,-11.109,-19.094,-15.911,-14.608,-7.020,0.000
1.302,8.105,-1.227,-9.741,-15.162,-12.373,-13.872,-3.979,0.000
0.923,7.561,-0.944,-8.246,-12.524,-10.517,-12.409,-1.306,0.000
-1.064,5.401,-1.686,-6.956,-11.920,-11.082,-10.752,0.291,0.000
-4.070,2.033,-3.211,-6.089,-12.925,-13.448,-9.533,0.562,0.000
-7.026,-1.762,-4.885,-5.731,-14.442,-16.250,-9.228,-0.352,0.000
-9.170,-5.291,-6.139,-5.784,-15.429,-18.323,-9.841,-1.931,0.000
-10.404,-8.163,-6.685,-5.957,-15.249,-19.142,-10.824,-3.315,0.000
-11.084,-10.266,-6.513,-5.904,-13.733,-18.763,-11.438,-3.659,0.000
-11.606,-11.679,-5.851,-5.435,-11.240,-17.651,-11.281,-2.668,0.000
-12.157,-12.571,-5.097,-4.596,-8.607,-16.508,-10.502,-0.790,0.000
-12.709,-13.085,-4.640,-3.605,-6.749,-15.959,-9.541,1.158,0.000
-13.129,-13.251,-4.644,-2.786,-6.148,-16.183,-8.703,2.523,0.000
-13.265,-12.956,-4.985,-2.534,-6.685,-16.801,-7.943,3.057,0.000
-13.011,-12.036,-5.381,-3.147,-7.886,-17.176,-6.992,2.861,0.000
-12.356,-10.452,-5.569,-4.519,-9.239,-16.816,-5.635,2.293,0.000
-11.379,-8.367,-5.379,-6.026,-10.349,-15.544,-3.870,1.867,0.000
-10.230,-6.101,-4.769,-6.881,-11.007,-13.467,-1.904,2.034,0.000
-9.162,-4.141,-3.893,-6.718,-11.244,-10.968,-0.168,2.882,0.000
-8.568,-3.158,-3.111,-5.827,-11.306,-8.684,0.700,4.034,0.000
-8.845,-3.753,-2.815,-4.841,-11.472,-7.267,0.157,4.907,0.000
-10.152,-5.988,-3.145,-4.224,-11.788,-7.053,-1.690,5.093,0.000
-12.310,-9.210,-3.888,-4.022,-11.958,-7.966,-3.871,4.512,0.000
-14.940,-12.471,-4.683,-4.000,-11.586,-9.712,-5.115,3.322,0.000
-17.602,-15.137,-5.371,-3.941,-10.626,-12.048,-4.760,1.785,0.000
-19.853,-17.146,-6.152,-3.822,-9.581,-14.903,-3.137,0.181,0.000
-21.346,-18.812,-7.403,-3.783,-9.185,-18.284,-1.154,-1.278,0.000
-21.973,-20.457,-9.303,-4.017,-9.831,-21.975,0.355,-2.520,0.000
-21.877,-22.177,-11.647,-4.686,-11.318,-25.367,0.965,-3.614,0.000
-21.304,-23.796,-13.968,-5.817,-13.037,-27.692,0.683,-4.652,0.000
-20.426,-24.790,-15.725,-7.119,-14.249,-28.439,-0.046,-5.553,0.000
-19.257,-24.282,-16.384,-7.912,-14.230,-27.517,-0.416,-5.975,0.000
-17.730,-21.474,-15.585,-7.477,-12.508,-25.182,0.318,-5.546,0.000
-15.871,-16.467,-13.455,-5.670,-9.289,-22.013,2.178,-4.321,0.000
-13.894,-10.589,-10.693,-3.170,-5.593,-18.876,4.217,-2.977,0.000
-12.088,-5.637,-8.196,-1.037,-2.699,-16.582,5.151,-2.395,0.000
-10.627,-2.727,-6.516,-0.021,-1.332,-15.390,4.402,-2.921,0.000
-9.478,-1.821,-5.651,-0.265,-1.344,-14.845,2.550,-4.033,0.000
-8.472,-2.146,-5.247,-1.433,-2.069,-14.196,0.780,-4.750,0.000
-7.393,-2.887,-4.931,-2.896,-2.871,-13.074,-0.034,-4.305,0.000
-6.048,-3.563,-4.492,-3.864,-3.434,-11.794,0.227,-2.463,0.000
-4.328,-4.033,-3.906,-3.685,-3.724,-11.019,1.123,0.547,0.000
-2.338,-4.316,-3.335,-2.274,-3.835,-11.146,2.036,4.131,0.000
-0.433,-4.414,-3.085,-0.250,-3.841,-11.992,2.411,7.421,0.000
0.980,-4.256,-3.434,1.490,-3.747,-12.992,1.912,9.623,0.000
1.772,-3.699,-4.360,2.377,-3.463,-13.549,0.580,10.494,0.000
2.217,-2.553,-5.442,2.433,-2.823,-13.214,-1.164,10.476,0.000
2.785,-0.681,-6.084,2.062,-1.692,-11.762,-2.758,10.306,0.000
3.815,1.814,-5.883,1.736,-0.166,-9.286,-3.781,10.436,0.000
5.344,4.512,-4.771,1.800,1.347,-6.197,-4.041,10.771,0.000
7.154,6.841,-2.969,2.381,2.330,-3.081,-3.535,10.908,0.000
8.788,8.273,-0.971,3.235,2.480,-0.644,-2.425,10.596,0.000
9.584,8.380,0.476,3.736,1.827,0.271,-0.996,9.960,0.000
8.949,6.903,0.657,3.209,0.616,-1.039,0.443,9.330,0.000
6.846,3.964,-0.659,1.495,-0.851,-4.551,1.682,8.869,0.000
3.966,0.117,-3.063,-0.832,-2.303,-9.298,2.633,8.377,0.000
1.315,-3.875,-5.810,-2.863,-3.549,-13.894,3.337,7.484,0.000
-0.401,-7.267,-8.203,-3.978,-4.493,-17.278,3.992,6.068,0.000
-1.027,-9.402,-9.770,-4.123,-5.117,-19.013,4.958,4.453,0.000
-0.817,-9.867,-10.318,-3.658,-5.478,-19.218,6.557,3.167,0.000
-0.216,-8.820,-10.045,-3.107,-5.779,-18.491,8.692,2.467,0.000
0.286,-7.082,-9.528,-3.009,-6.394,-17.803,10.695,2.118,0.000
0.318,-5.691,-9.426,-3.734,-7.680,-18.054,11.720,1.632,0.000
-0.187,-5.243,-10.045,-5.234,-9.610,-19.422,11.422,0.716,0.000
-0.956,-5.623,-11.174,-6.976,-11.612,-21.135,10.247,-0.491,0.000
-1.580,-6.285,-12.321,-8.263,-12.897,-22.042,9.049,-1.580,0.000
-1.799,-6.697,-13.065,-8.687,-13.005,-21.516,8.463,-2.164,0.000
-1.614,-6.569,-13.220,-8.311,-12.033,-19.849,8.613,-2.046,0.000
-1.197,-5.871,-12.830,-7.492,-10.431,-17.869,9.225,-1.232,0.000
-0.738,-4.814,-12.145,-6.629,-8.713,-16.306,9.861,0.036,0.000
-0.372,-3.788,-11.577,-6.022,-7.292,-15.475,10.078,1.303,0.000
-0.149,-3.170,-11.514,-5.831,-6.409,-15.319,9.589,2.080,0.000
-0.021,-3.059,-12.050,-6.037,-6.075,-15.571,8.479,2.054,0.000
0.140,-3.197,-12.889,-6.472,-6.098,-15.891,7.267,1.156,0.000
0.480,-3.174,-13.570,-6.923,-6.221,-15.997,6.596,-0.496,0.000
1.060,-2.748,-13.816,-7.266,-6.267,-15.779,6.792,-2.600,0.000
1.829,-1.992,-13.685,-7.508,-6.193,-15.312,7.685,-4.677,0.000
2.680,-1.159,-13.429,-7.729,-6.039,-14.745,8.822,-6.259,0.000
3.530,-0.459,-13.247,-8.000,-5.860,-14.194,9.770,-7.171,0.000
4.366,0.060,-13.159,-8.335,-5.681,-13.683,10.272,-7.624,0.000
5.219,0.469,-13.057,-8.704,-5.496,-13.171,10.265,-8.013,0.000
6.127,0.870,-12.828,-9.065,-5.280,-12.586,9.887,-8.594,0.000
7.106,1.324,-12.438,-9.382,-5.006,-11.845,9.447,-9.343,0.000
8.151,1.849,-11.919,-9.631,-4.646,-10.884,9.267,-10.058,0.000
9.229,2.428,-11.317,-9.796,-4.192,-9.718,9.467,-10.576,0.000
10.286,3.027,-10.661,-9.854,-3.653,-8.464,9.892,-10.886,0.000
11.268,3.619,-9.953,-9.790,-3.038,-7.271,10.248,-11.106,0.000
12.152,4.196,-9.187,-9.607,-2.334,-6.229,10.304,-11.405,0.000
12.953,4.768,-8.362,-9.343,-1.493,-5.334,9.982,-11.954,0.000
13.703,5.357,-7.488,-9.052,-0.474,-4.527,9.340,-12.860,0.000
14.419,5.978,-6.574,-8.793,0.672,-3.761,8.543,-14.049,0.000
15.082,6.638,-5.628,-8.622,1.759,-3.046,7.845,-15.232,0.000
15.645,7.320,-4.666,-8.578,2.558,-2.427,7.508,-16.050,0.000
16.034,7.949,-3.734,-8.647,2.959,-1.934,7.710,-16.283,0.000
16.144,8.366,-2.937,-8.755,3.025,-1.563,8.537,-15.927,0.000
15.820,8.355,-2.433,-8.802,2.906,-1.290,10.017,-15.078,0.000
14.810,7.678,-2.450,-8.723,2.687,-1.112,12.150,-13.760,0.000
12.723,6.069,-3.302,-8.505,2.308,-1.075,14.922,-11.823,0.000
9.184,3.323,-5.280,-8.194,1.611,-1.271,18.263,-9.109,0.000
4.174,-0.488,-8.394,-7.910,0.451,-1.831,21.859,-5.831,0.000
-1.821,-4.924,-12.277,-7.859,-1.252,-2.921,25.047,-2.770,0.000
-8.020,-9.361,-16.344,-8.269,-3.472,-4.644,27.020,-0.913,0.000
-13.562,-13.187,-19.954,-9.283,-5.967,-6.805,27.155,-0.847,0.000
-17.566,-15.848,-22.452,-10.916,-8.233,-8.808,25.113,-2.512,0.000
-19.345,-16.951,-23.309,-13.013,-9.675,-9.914,20.961,-5.336,0.000
-18.804,-16.450,-22.365,-15.069,-9.858,-9.655,15.576,-8.352,0.000
-16.533,-14.671,-19.880,-16.143,-8.583,-7.991,10.804,-10.264,0.000
-13.437,-12.081,-16.334,-15.238,-5.884,-5.206,8.585,-9.907,0.000
-10.280,-9.021,-12.257,-11.998,-2.132,-1.848,9.460,-7.011,0.000
-7.516,-5.611,-8.158,-6.982,1.935,1.331,11.990,-2.452,0.000
-5.342,-1.884,-4.477,-1.300,5.483,3.630,13.832,2.331,0.000
-3.876,1.862,-1.569,3.787,7.941,4.773,13.463,6.112,0.000
-3.288,4.863,0.237,7.041,9.112,5.011,10.960,8.195,0.000
-3.725,6.270,0.718,7.615,9.094,4.872,7.447,8.430,0.000
-5.011,5.872,-0.012,5.711,8.234,4.809,4.128,7.249,0.000
-6.505,4.394,-1.413,2.779,7.074,5.045,1.740,5.598,0.000
-7.377,2.989,-2.780,0.713,6.134,5.591,0.451,4.497,0.000
-7.047,2.412,-3.606,0.660,5.637,6.308,-0.131,4.486,0.000
-5.366,2.643,-3.729,2.549,5.419,6.970,-0.825,5.434,0.000
-2.523,3.160,-3.252,5.513,5.121,7.345,-2.432,6.804,0.000
1.025,3.448,-2.438,8.500,4.485,7.284,-5.130,8.007,0.000
4.617,3.287,-1.627,10.618,3.494,6.731,-8.254,8.581,0.000
7.607,2.731,-1.120,11.323,2.310,5.691,-10.793,8.300,0.000
9.617,1.978,-1.052,10.634,1.176,4.239,-12.138,7.333,0.000
10.595,1.265,-1.357,9.125,0.359,2.512,-12.398,6.275,0.000
10.734,0.828,-1.816,7.595,0.096,0.723,-12.123,5.825,0.000
10.448,0.948,-2.050,6.726,0.545,-0.760,-11.847,6.318,0.000
10.341,2.026,-1.510,6.964,1.796,-1.347,-11.833,7.534,0.000
10.943,4.457,0.306,8.470,3.849,-0.473,-12.035,8.941,0.000
12.239,8.323,3.424,10.961,6.496,1.935,-12.069,10.025,0.000
13.484,13.252,7.230,13.672,9.259,5.271,-11.246,10.454,0.000
13.622,18.516,10.797,15.717,11.605,8.599,-8.878,10.131,0.000
11.953,23.025,13.342,16.607,13.268,11.142,-4.791,9.259,0.000
8.412,25.294,14.404,16.444,14.369,12.475,0.477,8.328,0.000
3.449,24.004,13.837,15.696,15.206,12.474,5.974,7.825,0.000
-2.056,19.065,11.846,14.876,15.894,11.200,10.674,7.766,0.000
-6.852,12.017,8.934,14.376,16.187,8.797,13.588,7.524,0.000
-9.717,5.182,5.739,14.414,15.728,5.500,14.042,6.308,0.000
-10.022,0.525,2.931,15.006,14.576,1.861,12.193,4.040,0.000
-7.880,-0.814,1.220,15.998,13.458,-1.101,9.176,1.742,0.000
-3.885,1.414,1.146,17.143,13.284,-2.349,6.450,0.814,0.000
1.078,6.325,2.625,18.116,14.248,-1.646,4.841,1.717,0.000
5.938,11.924,4.794,18.498,15.408,0.120,4.153,3.380,0.000
9.734,16.033,6.494,17.906,15.334,1.558,3.603,4.024,0.000
12.008,17.587,7.003,16.251,13.257,1.776,2.569,2.625,0.000
12.896,17.095,6.347,13.840,9.598,0.838,0.971,-0.396,0.000
12.925,15.957,5.126,11.217,5.574,-0.530,-0.847,-3.674,0.000
12.826,15.483,4.284,9.013,2.579,-1.432,-2.408,-5.757,0.000
13.442,16.398,4.975,7.882,1.874,-1.090,-3.288,-5.556,0.000
15.398,18.745,8.079,8.290,4.190,0.892,-3.241,-2.630,0.000
18.506,21.726,13.350,10.091,9.040,4.118,-2.361,2.363,0.000
21.536,23.723,19.101,12.383,14.520,7.285,-1.086,7.588,0.000
22.888,23.081,23.143,14.022,18.343,8.917,0.056,11.001,0.000
21.655,19.353,24.252,14.401,19.372,8.494,0.823,11.803,0.000
18.052,13.756,22.760,13.772,18.231,6.912,1.392,10.991,0.000
13.027,8.286,19.943,12.877,16.487,5.701,2.140,10.424,0.000
7.738,4.377,17.083,12.365,15.368,5.765,3.280,11.327,0.000
3.288,2.325,14.984,12.491,15.129,6.790,4.675,13.585,0.000
0.482,1.619,13.917,13.152,15.286,7.741,5.955,16.189,0.000
-0.423,1.554,13.716,14.000,15.170,7.781,6.699,18.038,0.000
0.280,1.613,13.927,14.544,14.269,6.742,6.527,18.383,0.000
1.993,1.569,14.043,14.333,12.379,4.998,5.201,16.948,0.000
3.968,1.431,13.679,13.166,9.724,3.145,2.815,14.028,0.000
5.365,1.340,12.601,11.153,6.937,1.783,-0.154,10.423,0.000
5.484,1.453,10.760,8.625,4.738,1.324,-3.060,7.081,0.000
4.187,1.855,8.458,6.128,3.525,1.777,-5.333,4.727,0.000
2.027,2.543,6.421,4.436,3.241,2.725,-6.562,3.771,0.000
-0.129,3.451,5.474,4.250,3.574,3.617,-6.556,4.331,0.000
-1.627,4.425,6.013,5.671,4.220,4.148,-5.528,6.171,0.000
-2.250,5.209,7.790,8.000,5.019,4.405,-4.133,8.695,0.000
-2.143,5.516,10.147,10.159,5.912,4.683,-3.154,11.173,0.000
-1.680,5.158,12.289,11.309,6.789,5.158,-3.054,12.953,0.000
-1.366,4.086,13.423,11.111,7.392,5.734,-3.804,13.523,0.000
-1.629,2.399,13.011,9.689,7.432,6.154,-5.046,12.627,0.000
-2.540,0.431,11.195,7.622,6.863,6.241,-6.317,10.557,0.000
-3.730,-1.222,8.926,5.873,6.000,6.013,-7.159,8.243,0.000
-4.671,-1.974,7.398,5.359,5.314,5.617,-7.189,6.793,0.000
-5.096,-1.730,7.181,6.268,5.096,5.203,-6.144,6.794,0.000
-5.188,-1.067,7.874,7.824,5.304,4.845,-3.851,8.035,0.000
-5.361,-0.830,8.560,8.849,5.670,4.524,-0.293,9.803,0.000
-5.900,-1.478,8.582,8.670,5.874,4.133,4.107,11.294,0.000
-6.776,-2.791,7.916,7.504,5.652,3.498,8.350,11.824,0.000
-7.758,-4.166,6.967,6.097,4.865,2.497,11.316,10.988,0.000
-8.624,-5.125,6.166,5.086,3.626,1.302,12.504,8.916,0.000
-9.276,-5.565,5.730,4.674,2.326,0.476,12.325,6.313,0.000
-9.720,-5.663,5.669,4.719,1.436,0.658,11.671,4.098,0.000
-9.971,-5.622,5.879,4.962,1.217,1.991,11.260,2.926,0.000
-9.982,-5.518,6.248,5.206,1.628,3.901,11.308,3.026,0.000
-9.617,-5.256,6.734,5.419,2.499,5.547,11.625,4.326,0.000
-8.643,-4.584,7.436,5.840,3.823,6.611,11.821,6.627,0.000
-6.724,-3.108,8.612,6.991,5.910,7.651,11.467,9.721,0.000
-3.570,-0.488,10.515,9.382,9.139,9.605,10.248,13.397,0.000
0.719,3.210,13.104,12.965,13.411,12.845,8.166,17.306,0.000
5.523,7.364,15.913,16.911,17.882,16.715,5.585,20.844,0.000
9.949,11.072,18.269,20.050,21.359,19.982,3.064,23.363,0.000
13.158,13.490,19.591,21.532,22.934,21.610,1.176,24.534,0.000
14.466,13.950,19.500,21.101,22.242,21.126,0.467,24.473,0.000
13.509,12.127,17.889,18.986,19.435,18.621,1.255,23.577,0.000
10.632,8.452,15.119,15.839,15.274,14.811,3.208,22.321,0.000
7.007,4.247,12.082,12.638,11.106,10.977,5.175,21.135,0.000
4.080,1.108,9.795,10.312,8.282,8.437,5.764,20.237,0.000
2.788,0.006,8.813,9.205,7.276,7.821,4.277,19.362,0.000
3.265,0.944,9.012,8.917,7.382,8.830,1.079,17.675,0.000
5.046,3.253,9.832,8.697,7.314,10.613,-2.846,14.281,0.000
7.304,5.950,10.601,8.033,6.135,12.230,-6.551,9.155,0.000
9.005,7.951,10.700,6.927,3.681,12.869,-9.446,3.535,0.000
9.274,8.417,9.729,5.694,0.378,12.026,-11.345,-0.842,0.000
7.946,7.267,7.734,4.591,-3.066,9.784,-12.430,-3.005,0.000
5.726,5.314,5.265,3.609,-5.847,6.870,-13.152,-3.288,0.000
3.695,3.719,3.067,2.570,-7.327,4.235,-14.008,-2.792,0.000
2.611,3.209,1.690,1.367,-7.347,2.495,-15.301,-2.496,0.000
2.608,3.749,1.338,0.111,-6.288,1.724,-17.071,-2.785,0.000
3.351,4.797,1.906,-0.946,-4.796,1.625,-19.186,-3.580,0.000
4.273,5.696,2.970,-1.577,-3.483,1.798,-21.429,-4.712,0.000
4.723,5.882,3.810,-1.670,-2.806,1.889,-23.536,-6.185,0.000
4.177,5.016,3.699,-1.256,-3.028,1.632,-25.243,-8.129,0.000
2.513,3.128,2.341,-0.572,-4.145,0.825,-26.312,-10.530,0.000
0.080,0.625,0.026,-0.064,-5.895,-0.732,-26.520,-13.050,0.000
-2.534,-1.932,-2.625,-0.182,-7.887,-3.155,-25.744,-15.166,0.000
