thisN,thisTrialN,thisRepN,key_instruct.keys,key_instruct.rt,key_instruct.duration,make_or_miss.keys,make_or_miss.rt,make_or_miss.duration,button_yes_make.numClicks,button_yes_make.timesOn,button_yes_make.timesOff,button_no_miss.numClicks,button_no_miss.timesOn,button_no_miss.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,intro.started,key_instruct.started,intro.stopped,trials.key_instruct.keys,trials.key_instruct.rt,trials.key_instruct.duration,trial.started,beep.started,beep.stopped,trial.stopped,result.started,make_or_miss.started,text.started,button_yes_make.started,button_no_miss.started,result.stopped,trials.make_or_miss.keys,trials.make_or_miss.rt,trials.make_or_miss.duration,trials.button_yes_make.numClicks,trials.button_yes_make.timesOn,trials.button_yes_make.timesOff,trials.button_no_miss.numClicks,trials.button_no_miss.timesOn,trials.button_no_miss.timesOff,participant,session,auto_mode,date,expName,expVersion,psychopyVersion,expStart,
10,0,10,space,0.5329008999979123,None,n,2.1107334999833256,None,0,,,0,,,10,0,10,0,117.1031710000243,,,117.09802170004696,117.1031710000243,117.65355300001102,space,0.5329008999979123,None,117.66309980000369,125.28466316668006,125.53969810000854,125.53037470002891,125.53065980004612,125.53969810000854,125.53969810000854,125.53969810000854,125.53969810000854,127.65408960002242,n,2.1107334999833256,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
11,0,11,space,0.7311235999804921,None,n,2.0823734999867156,None,0,,,0,,,11,0,11,0,127.6676169000566,,,127.66117740003392,127.6676169000566,128.4034651000402,space,0.7311235999804921,None,128.41305000003194,136.01778746670269,136.28080020000925,136.2704360000207,136.27076440001838,136.28080020000925,136.28080020000925,136.28080020000925,136.28080020000925,138.37008000002243,n,2.0823734999867156,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
12,0,12,space,0.6326695999596268,None,n,2.827149599965196,None,0,,,0,,,12,0,12,0,138.38429330004146,,,138.37661640002625,138.38429330004146,139.02072160004172,space,0.6326695999596268,None,139.03149750002194,146.56778586667886,146.82850110001164,146.8200980000547,146.82032769999932,146.82850110001164,146.82850110001164,146.82850110001164,146.82850110001164,149.67007650004234,n,2.827149599965196,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
13,0,13,space,4.150706599990372,None,y,2.527291900012642,None,0,,,0,,,13,0,13,0,149.68428980000317,,,149.67982200003462,149.68428980000317,153.83832239999902,space,4.150706599990372,None,153.8478063000366,161.46729966666706,161.72942010004772,161.71951850003097,161.71984090004116,161.72942010004772,161.72942010004772,161.72942010004772,161.72942010004772,164.26956450002035,y,2.527291900012642,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
14,0,14,space,1.005684299976565,None,n,2.1095007000258192,None,0,,,0,,,14,0,14,0,164.28403350000735,,,164.27821790002054,164.28403350000735,165.30330480000703,space,1.005684299976565,None,165.31456300005084,172.98412056669284,173.2418144000112,173.2328343000263,173.23305170005187,173.2418144000112,173.2418144000112,173.2418144000112,173.2418144000112,175.35618810000597,n,2.1095007000258192,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
15,0,15,space,0.5279238999937661,None,y,1.8653056000475772,None,0,,,0,,,15,0,15,0,175.3689685999998,,,175.36464900005376,175.3689685999998,175.90272160002496,space,0.5279238999937661,None,175.91233210003702,183.43367506668827,183.68901830003597,183.678848200012,183.67918330000248,183.68901830003597,183.68901830003597,183.68901830003597,183.68901830003597,185.5690010000253,y,1.8653056000475772,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
16,0,16,space,0.5841987999738194,None,n,2.2240835999837145,None,0,,,0,,,16,0,16,0,185.58362920000218,,,185.5776883000508,185.58362920000218,186.17122710001422,space,0.5841987999738194,None,186.18073490000097,193.91694176668923,194.1705612000078,194.16100530000404,194.16126960003749,194.1705612000078,194.1705612000078,194.1705612000078,194.1705612000078,196.40401910000946,n,2.2240835999837145,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
17,0,17,space,0.4144427999854088,None,n,2.113498399965465,None,0,,,0,,,17,0,17,0,196.41807569999946,,,196.41368300002068,196.41807569999946,196.8360376000055,space,0.4144427999854088,None,196.84528820001287,204.3502520666846,204.61025530000916,204.599386100017,204.5997905000113,204.61025530000916,204.61025530000916,204.61025530000916,204.61025530000916,206.73584790003952,n,2.113498399965465,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
18,0,18,space,0.4681253000162542,None,n,1.8751848000101745,None,0,,,0,,,18,0,18,0,206.75125700002536,,,206.7463432000368,206.75125700002536,207.23597540002083,space,0.4681253000162542,None,207.24644050002098,214.78345986671437,215.03658630000427,215.02758950000862,215.02773880003951,215.03658630000427,215.03658630000427,215.03658630000427,215.03658630000427,216.9195705000311,n,1.8751848000101745,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
19,0,19,space,0.5150964999920689,None,y,1.8629075000062585,None,0,,,0,,,19,0,19,0,216.93330430000788,,,216.9274881000165,216.93330430000788,217.45287230005488,space,0.5150964999920689,None,217.46295390004525,225.04985286668332,225.30944280000404,225.29975810000906,225.30012390000047,225.30944280000404,225.30944280000404,225.30944280000404,225.30944280000404,227.1851319000125,y,1.8629075000062585,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
20,0,20,space,0.6180135000031441,None,n,2.3243889999575913,None,0,,,0,,,20,0,20,0,227.199961300008,,,227.1955045000068,227.199961300008,227.83563260000665,space,0.6180135000031441,None,227.8455730000278,235.94956976670463,236.20717610005522,236.1986770000076,236.19889410003088,236.20717610005522,236.20717610005522,236.20717610005522,236.20717610005522,238.5370235000155,n,2.3243889999575913,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
21,0,21,space,0.4241552999592386,None,y,1.9849693000433035,None,0,,,0,,,21,0,21,0,238.5513639000128,,,238.5467658000416,238.5513639000128,238.98551020002924,space,0.4241552999592386,None,238.99533380003413,246.53309486667084,246.79135400004452,246.78140440001152,246.78189850004856,246.79135400004452,246.79135400004452,246.79135400004452,246.79135400004452,248.78658980003092,y,1.9849693000433035,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
22,0,22,space,0.8150027000228874,None,n,1.522115700005088,None,0,,,0,,,22,0,22,0,248.80012880003778,,,248.79536390001886,248.80012880003778,249.6192801000434,space,0.8150027000228874,None,249.62928260001354,257.1494986666987,257.41013260005275,257.4009622000158,257.4012222000165,257.41013260005275,257.41013260005275,257.41013260005275,257.41013260005275,258.93799580005,n,1.522115700005088,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
23,0,23,space,0.4654783000005409,None,y,1.7924297000281513,None,0,,,0,,,23,0,23,0,258.95239910000237,,,258.947578900028,258.95239910000237,259.4349534000503,space,0.4654783000005409,None,259.4463672999991,266.94923666667114,267.2047286000452,267.19722080003703,267.1974234000081,267.2047286000452,267.2047286000452,267.2047286000452,267.2047286000452,269.0018427000032,y,1.7924297000281513,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
24,0,24,space,0.6196066000266001,None,n,1.8896956999669783,None,0,,,0,,,24,0,24,0,269.0156273000175,,,269.0111953000305,269.0156273000175,269.65011110005435,space,0.6196066000266001,None,269.6592329000123,277.18248466670434,277.43557630002033,277.42758240003604,277.4276948000188,277.43557630002033,277.43557630002033,277.43557630002033,277.43557630002033,279.3340097000473,n,1.8896956999669783,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
25,0,25,space,0.8407857999554835,None,n,2.418083900003694,None,0,,,0,,,25,0,25,0,279.3485224000178,,,279.3442566000158,279.3485224000178,280.1998487000237,space,0.8407857999554835,None,280.20836770004826,288.08162846666914,288.335167000012,288.3271260000183,288.327325500024,288.335167000012,288.335167000012,288.335167000012,288.335167000012,290.76755700004287,n,2.418083900003694,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
26,0,26,space,0.5237698999699205,None,n,1.688485299993772,None,0,,,0,,,26,0,26,0,290.78168040001765,,,290.77614120004,290.78168040001765,291.31668970000464,space,0.5237698999699205,None,291.3252713000402,299.06558716670065,299.32479920005426,299.31459060002817,299.3149317000061,299.32479920005426,299.32479920005426,299.32479920005426,299.32479920005426,301.0184425000334,n,1.688485299993772,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
27,0,27,space,0.45834920002380386,None,y,2.0484022999880835,None,0,,,0,,,27,0,27,0,301.0322202000534,,,301.0273016000283,301.0322202000534,301.5015250000288,space,0.45834920002380386,None,301.5130871000001,309.0655438667202,309.31979100004537,309.31222250004066,309.3124097000109,309.31979100004537,309.31979100004537,309.31979100004537,309.31979100004537,311.38439500000095,y,2.0484022999880835,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
28,0,28,space,0.6732307000202127,None,n,2.6823225999833085,None,0,,,0,,,28,0,28,0,311.3997694000136,,,311.39520690002246,311.3997694000136,312.084369600052,space,0.6732307000202127,None,312.09275560005335,319.5987536666837,319.85991460003424,319.8510582000017,319.8513335000025,319.85991460003424,319.85991460003424,319.85991460003424,319.85991460003424,322.5514012000058,n,2.6823225999833085,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
29,0,29,space,0.8822723000193946,None,y,2.6955534999724478,None,0,,,0,,,29,0,29,0,322.5660303000477,,,322.56126470002346,322.5660303000477,323.4520187000162,space,0.8822723000193946,None,323.4627833000268,330.98196816671793,331.24112940003397,331.2303361000377,331.23077500000363,331.24112940003397,331.24112940003397,331.24112940003397,331.24112940003397,333.9505644000019,y,2.6955534999724478,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
30,0,30,space,0.7181836999952793,None,n,2.3830245999852195,None,0,,,0,,,30,0,30,0,333.9653009000467,,,333.9606754000415,333.9653009000467,334.6997530000517,space,0.7181836999952793,None,334.70792430004803,342.215119166711,342.4698277999996,342.459990000003,342.46032940002624,342.4698277999996,342.4698277999996,342.4698277999996,342.4698277999996,344.86754310003016,n,2.3830245999852195,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
31,0,31,space,0.4332377000246197,None,n,2.2110137999989092,None,0,,,0,,,31,0,31,0,344.88174570002593,,,344.87659650004935,344.88174570002593,345.31870620005066,space,0.4332377000246197,None,345.3294013000559,352.83170946670384,353.09095690003596,353.08087520004483,353.081220400054,353.09095690003596,353.09095690003596,353.09095690003596,353.09095690003596,355.3172590000322,n,2.2110137999989092,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
32,0,32,space,0.4579282000195235,None,y,1.9503936999826692,None,0,,,0,,,32,0,32,0,355.33142130001215,,,355.3272205000394,355.33142130001215,355.80161420005606,space,0.4579282000195235,None,355.8114759000018,363.33148826670754,363.5891402999987,363.57925710000563,363.57957660005195,363.5891402999987,363.5891402999987,363.5891402999987,363.5891402999987,365.5502553000115,y,1.9503936999826692,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
33,0,33,space,0.43546109995804727,None,y,1.7348198000108823,None,0,,,0,,,33,0,33,0,365.5649592000409,,,365.56047070003115,365.5649592000409,366.017435100046,space,0.43546109995804727,None,366.0288263000548,373.69773756672316,373.9571860000142,373.9509828000446,373.9512117000413,373.9571860000142,373.9571860000142,373.9571860000142,373.9571860000142,375.70079710002756,y,1.7348198000108823,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
34,0,34,space,0.6328885999973863,None,n,2.387020499969367,None,0,,,0,,,34,0,34,0,375.71411530004116,,,375.70889370003715,375.71411530004116,376.3507978999987,space,0.6328885999973863,None,376.3593911000062,383.9147583667111,384.1713935000007,384.1618496000301,384.1621474000276,384.1713935000007,384.1713935000007,384.1713935000007,384.1713935000007,386.56877350003924,n,2.387020499969367,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
35,0,35,space,0.5063703000196256,None,n,2.0119338000076823,None,0,,,0,,,35,0,35,0,386.5813479000353,,,386.57708529999945,386.5813479000353,387.1003791000112,space,0.5063703000196256,None,387.10978320002323,394.64772166667194,394.9099027000484,394.9000237000291,394.90066680003656,394.9099027000484,394.9099027000484,394.9099027000484,394.9099027000484,396.9340437000501,n,2.0119338000076823,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
36,0,36,space,0.34456200001295656,None,y,1.7939917999901809,None,0,,,0,,,36,0,36,0,396.9476217000047,,,396.9429030000465,396.9476217000047,397.3005688000121,space,0.34456200001295656,None,397.3111528000445,404.9145725666933,405.1769386000233,405.16705950000323,405.16740490001393,405.1769386000233,405.1769386000233,405.1769386000233,405.1769386000233,406.9829909000546,y,1.7939917999901809,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
37,0,37,space,0.568618500023149,None,n,2.0186444999999367,None,0,,,0,,,37,0,37,0,406.9984378000372,,,406.993277200032,406.9984378000372,407.58304560004035,space,0.568618500023149,None,407.59356280002976,415.31418876670455,415.5724155000062,415.56279070000164,415.5631440000143,415.5724155000062,415.5724155000062,415.5724155000062,415.5724155000062,417.60084860003553,n,2.0186444999999367,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
38,0,38,space,0.3722850999911316,None,n,1.913995500013698,None,0,,,0,,,38,0,38,0,417.6140086000087,,,417.6088198000216,417.6140086000087,417.9983752000262,space,0.3722850999911316,None,418.00593430001754,425.6641257666672,425.92236670001876,425.9120217000018,425.912367300014,425.92236670001876,425.92236670001876,425.92236670001876,425.92236670001876,427.8502854000544,n,1.913995500013698,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
39,0,39,space,0.4237942000036128,None,y,1.9266769000096247,None,0,,,0,,,39,0,39,0,427.8638944000122,,,427.858210800041,427.8638944000122,428.2989096000092,space,0.4237942000036128,None,428.306876800023,435.813832066666,436.0681620000396,436.05832460004603,436.0586046000244,436.0681620000396,436.0681620000396,436.0681620000396,436.0681620000396,437.99981800001115,y,1.9266769000096247,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
40,0,40,space,4.972849400015548,None,n,2.682457000017166,None,0,,,0,,,40,0,40,0,438.01378720003413,,,438.0076492000371,438.01378720003413,442.9992393000284,space,4.972849400015548,None,443.008326900017,450.6137310667002,450.8759527000366,450.8665758999996,450.866810800042,450.8759527000366,450.8759527000366,450.8759527000366,450.8759527000366,453.56695130001754,n,2.682457000017166,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
41,0,41,space,0.5638514999882318,None,n,2.6330189999425784,None,0,,,0,,,41,0,41,0,453.5809731000336,,,453.57601320004323,453.5809731000336,454.14952280005673,space,0.5638514999882318,None,454.1584790000343,461.68013876671125,461.94079270004295,461.9302872000262,461.93056240002625,461.94079270004295,461.94079270004295,461.94079270004295,461.94079270004295,464.5837886000518,n,2.6330189999425784,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
42,0,42,space,0.4620622999500483,None,n,2.467493500036653,None,0,,,0,,,42,0,42,0,464.59757670003455,,,464.5936349000549,464.59757670003455,465.0655827000155,space,0.4620622999500483,None,465.07463850005297,472.6131018666822,472.87043910002103,472.8607784000342,472.8611013000482,472.87043910002103,472.87043910002103,472.87043910002103,472.87043910002103,475.34986800001934,n,2.467493500036653,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
43,0,43,space,0.44509789999574423,None,y,2.426262699998915,None,0,,,0,,,43,0,43,0,475.3632463000249,,,475.35856100003,475.3632463000249,475.815501300036,space,0.44509789999574423,None,475.8254601000226,483.3299025666822,483.59108010004275,483.5810129000456,483.5813221000135,483.59108010004275,483.59108010004275,483.59108010004275,483.59108010004275,486.033128900046,y,2.426262699998915,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
44,0,44,space,0.8177167999674566,None,n,2.134103899996262,None,0,,,0,,,44,0,44,0,486.04685910005355,,,486.04281880002236,486.04685910005355,486.881504900055,space,0.8177167999674566,None,486.89180930005386,494.61307226668964,494.86528570001246,494.85622830002103,494.85643450001953,494.86528570001246,494.86528570001246,494.86528570001246,494.86528570001246,497.0151655000518,n,2.134103899996262,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
45,0,45,space,0.4482890000217594,None,y,1.482866299978923,None,0,,,0,,,45,0,45,0,497.0292262000148,,,497.02545830002055,497.0292262000148,497.4823101000511,space,0.4482890000217594,None,497.49292500002775,504.99605056667156,505.2557101000566,505.24647320003714,505.24675470002694,505.2557101000566,505.2557101000566,505.2557101000566,505.2557101000566,506.7492756000138,y,1.482866299978923,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
46,0,46,space,0.5359334999811836,None,n,2.5848254000302404,None,0,,,0,,,46,0,46,0,506.7646317000035,,,506.7592480000458,506.7646317000035,507.31570500001544,space,0.5359334999811836,None,507.3274601000012,514.8459364667108,515.0996444000048,515.0902620000415,515.0905647000181,515.0996444000048,515.0996444000048,515.0996444000048,515.0996444000048,517.6989421000471,n,2.5848254000302404,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
47,0,47,space,0.6755206000525504,None,n,2.4555535999825224,None,0,,,0,,,47,0,47,0,517.7133549000137,,,517.7088462000247,517.7133549000137,518.3983179000206,space,0.6755206000525504,None,518.4097552000312,526.0625418666789,526.3163193000364,526.3065656000399,526.306854000024,526.3163193000364,526.3163193000364,526.3163193000364,526.3163193000364,528.78269370005,n,2.4555535999825224,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
48,0,48,space,0.721553000039421,None,y,1.8804450000170618,None,0,,,0,,,48,0,48,0,528.7957169000292,,,528.7917681000545,528.7957169000292,529.5308060000534,space,0.721553000039421,None,529.5398360000108,537.1292441667213,537.3918356000213,537.3820019000559,537.3823088000063,537.3918356000213,537.3918356000213,537.3918356000213,537.3918356000213,539.2819237000076,y,1.8804450000170618,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
49,0,49,space,0.5903400999959558,None,y,1.7895955999847502,None,0,,,0,,,49,0,49,0,539.2958366000094,,,539.2913118000142,539.2958366000094,539.8974375000107,space,0.5903400999959558,None,539.9061504999991,547.4787396666982,547.7409581000102,547.7310146000236,547.7313678000355,547.7409581000102,547.7409581000102,547.7409581000102,547.7409581000102,549.5476282000309,y,1.7895955999847502,None,0,,,0,,,001,001,0,2026-08-10_13h09.22.830,Basketball,,2026.1.3,2026-08-10 13h09.24.214426 -0400,
